date_obj,Ensouled%20elf%20head price
2020-01-01,2105
2020-01-02,2093
2020-01-03,2070
2020-01-04,1991
2020-01-05,1959
2020-01-06,2008
2020-01-07,2028
2020-01-08,2031
2020-01-09,2077
2020-01-10,2115
2020-01-11,2140
2020-01-12,2154
2020-01-13,2190
2020-01-14,2258
2020-01-15,2287
2020-01-16,2285
2020-01-17,2334
2020-01-18,2277
2020-01-19,2273
2020-01-20,2381
2020-01-21,2359
2020-01-22,2355
2020-01-23,2259
2020-01-24,2172
2020-01-25,2071
2020-01-26,2102
2020-01-27,2088
2020-01-28,2193
2020-01-29,2184
2020-01-30,2125
2020-01-31,2052
2020-02-01,1962
2020-02-02,2039
2020-02-03,2141
2020-02-04,2060
2020-02-05,2066
2020-02-06,2082
2020-02-07,2045
2020-02-08,2053
2020-02-09,2063
2020-02-10,2136
2020-02-11,2183
2020-02-12,2115
2020-02-13,2091
2020-02-14,2078
2020-02-15,2057
2020-02-16,2019
2020-02-17,2020
2020-02-18,1975
2020-02-19,2074
2020-02-20,2147
2020-02-21,2161
2020-02-22,2178
2020-02-23,2201
2020-02-24,2194
2020-02-25,2136
2020-02-26,2124
2020-02-27,2216
2020-02-28,2197
2020-02-29,2168
2020-03-01,2217
2020-03-02,2147
2020-03-03,2141
2020-03-04,2224
2020-03-05,2207
2020-03-06,2132
2020-03-07,2111
2020-03-08,2149
2020-03-09,2180
2020-03-10,2181
2020-03-11,2094
2020-03-12,2098
2020-03-13,2120
2020-03-14,2188
2020-03-15,2193
2020-03-16,2126
2020-03-17,2163
2020-03-18,2221
2020-03-19,2264
2020-03-20,2213
2020-03-21,2265
2020-03-22,2332
2020-03-23,2374
2020-03-24,2320
2020-03-25,2268
2020-03-26,2246
2020-03-27,2264
2020-03-28,2314
2020-03-29,2233
2020-03-30,2297
2020-03-31,2358
2020-04-01,2334
2020-04-02,2260
2020-04-03,2175
2020-04-04,2235
2020-04-05,2262
2020-04-06,2299
2020-04-07,2326
2020-04-08,2381
2020-04-09,2411
2020-04-10,2377
2020-04-11,2340
2020-04-12,2423
2020-04-13,2347
2020-04-14,2335
2020-04-15,2352
2020-04-16,2271
2020-04-17,2228
2020-04-18,2294
2020-04-19,2285
2020-04-20,2218
2020-04-21,2159
2020-04-22,2200
2020-04-23,2299
2020-04-24,2338
2020-04-25,2431
2020-04-26,2472
2020-04-27,2374
2020-04-28,2489
2020-04-29,2536
2020-04-30,2444
2020-05-01,2433
2020-05-02,2506
2020-05-03,2538
2020-05-04,2513
2020-05-05,2447
2020-05-06,2461
2020-05-07,2470
2020-05-08,2503
2020-05-09,2522
2020-05-10,2619
2020-05-11,2656
2020-05-12,2702
2020-05-13,2726
