date_obj,Loop%20half%20of%20key price
2019-04-06,10413
2019-04-07,10317
2019-04-08,9838
2019-04-09,9602
2019-04-10,9686
2019-04-11,9737
2019-04-12,9668
2019-04-13,9417
2019-04-14,9787
2019-04-15,10231
2019-04-16,10743
2019-04-17,11158
2019-04-18,11610
2019-04-19,11793
2019-04-20,11929
2019-04-21,11481
2019-04-22,11277
2019-04-23,11461
2019-04-24,11669
2019-04-25,11687
2019-04-26,11438
2019-04-27,11378
2019-04-28,10975
2019-04-29,11114
2019-04-30,11146
2019-05-01,11203
2019-05-02,11155
2019-05-03,11058
2019-05-04,10851
2019-05-05,11073
2019-05-06,11011
2019-05-07,11162
2019-05-08,11393
2019-05-09,11457
2019-05-10,11833
2019-05-11,12376
2019-05-12,12734
2019-05-13,13014
2019-05-14,12688
2019-05-15,12053
2019-05-16,11450
2019-05-17,11065
2019-05-18,11394
2019-05-19,11956
2019-05-20,12495
2019-05-21,13120
2019-05-22,13729
2019-05-23,14239
2019-05-24,13796
2019-05-25,13749
2019-05-26,14095
2019-05-27,13889
2019-05-28,13728
2019-05-29,13632
2019-05-30,13764
2019-05-31,13511
2019-06-01,13105
2019-06-02,12975
2019-06-03,12357
2019-06-04,12162
2019-06-05,11906
2019-06-06,11662
2019-06-07,11376
2019-06-08,11454
2019-06-09,11208
2019-06-10,11439
2019-06-11,11331
2019-06-12,11154
2019-06-13,11192
2019-06-14,10947
2019-06-15,10527
2019-06-16,10588
2019-06-17,10384
2019-06-18,10442
2019-06-19,10548
2019-06-20,10349
2019-06-21,10501
2019-06-22,10713
2019-06-23,10797
2019-06-24,10772
2019-06-25,10448
2019-06-26,10308
2019-06-27,10295
2019-06-28,10446
2019-06-29,10507
2019-06-30,10929
2019-07-01,11120
2019-07-02,11132
2019-07-03,11326
2019-07-04,11291
2019-07-05,10923
2019-07-06,10615
2019-07-07,10772
2019-07-08,10861
2019-07-09,10970
2019-07-10,10966
2019-07-11,10853
2019-07-12,10764
2019-07-13,10866
2019-07-14,11117
2019-07-15,11487
2019-07-16,11480
2019-07-17,11608
2019-07-18,11731
2019-07-19,11408
2019-07-20,11300
2019-07-21,11163
2019-07-22,11086
2019-07-23,11598
2019-07-24,12163
2019-07-25,11704
2019-07-26,11118
2019-07-27,10562
2019-07-28,10033
2019-07-29,9532
2019-07-30,9491
2019-07-31,9579
2019-08-01,9496
2019-08-02,9031
2019-08-03,8626
2019-08-04,8580
2019-08-05,8752
2019-08-06,8825
2019-08-07,9071
2019-08-08,9329
2019-08-09,9277
2019-08-10,9100
2019-08-11,9422
2019-08-12,9536
2019-08-13,9670
2019-08-14,9656
2019-08-15,9734
2019-08-16,9762
2019-08-17,9826
2019-08-18,9732
2019-08-19,9562
2019-08-20,9514
2019-08-21,9686
2019-08-22,9641
2019-08-23,9771
2019-08-24,9744
2019-08-24,9744
2019-08-25,9657
2019-08-25,9657
2019-08-26,9531
2019-08-26,9531
2019-08-27,9515
2019-08-27,9515
2019-08-28,9634
2019-08-29,9751
2019-08-30,9828
2019-08-31,9944
2019-09-01,9950
2019-09-02,9779
2019-09-03,9780
2019-09-04,9967
2019-09-05,10080
2019-09-06,10157
2019-09-07,10065
2019-09-08,9620
2019-09-09,9698
2019-09-10,9957
2019-09-11,10082
2019-09-12,10295
2019-09-13,10400
2019-09-14,10520
2019-09-15,10547
2019-09-16,10445
2019-09-17,10342
2019-09-18,10469
2019-09-19,10351
2019-09-20,10110
2019-09-21,10038
2019-09-22,10098
2019-09-23,10307
2019-09-24,10791
2019-09-25,10863
2019-09-26,10925
2019-09-27,10452
2019-09-28,10284
2019-09-29,10029
2019-09-30,10091
2019-10-01,10323
2019-10-02,10384
2019-10-03,10481
2019-10-04,10529
2019-10-05,10302
2019-10-06,10382
2019-10-07,10259
2019-10-08,10072
2019-10-09,10553
2019-10-10,10578
2019-10-11,10368
2019-10-12,10085
2019-10-13,10066
2019-10-14,10309
2019-10-15,10422
2019-10-16,10571
2019-10-17,10744
2019-10-18,10726
2019-10-19,10582
2019-10-20,10166
2019-10-21,10113
2019-10-22,10031
2019-10-23,9907
2019-10-24,9676
2019-10-25,9838
2019-10-26,9556
2019-10-27,9784
2019-10-28,9592
2019-10-29,9792
2019-10-30,10192
2019-10-31,9964
2019-11-01,9767
2019-11-02,9580
2019-11-03,9503
2019-11-04,9646
2019-11-05,9637
2019-11-06,9629
2019-11-07,9840
2019-11-08,9745
2019-11-09,9476
2019-11-10,9636
2019-11-11,9767
2019-11-12,9709
2019-11-13,9886
2019-11-14,9896
2019-11-15,9859
2019-11-16,9749
2019-11-17,9474
2019-11-18,9612
2019-11-19,9643
2019-11-20,9778
2019-11-21,9562
2019-11-22,9520
2019-11-23,9373
2019-11-24,9751
2019-11-25,9924
2019-11-26,10135
2019-11-27,10207
2019-11-28,10188
2019-11-29,10434
2019-11-30,10374
2019-12-01,10014
2019-12-02,10068
2019-12-03,10161
2019-12-04,10149
2019-12-05,10356
2019-12-06,10501
2019-12-07,10323
2019-12-08,10259
2019-12-09,10298
2019-12-10,10382
2019-12-11,10064
2019-12-12,9960
2019-12-13,9859
2019-12-14,9909
2019-12-15,9749
2019-12-16,9700
2019-12-17,9659
2019-12-18,9642
2019-12-19,9692
2019-12-20,9866
2019-12-21,9845
2019-12-22,9773
2019-12-23,9666
2019-12-24,9578
2019-12-25,9561
2019-12-26,9460
2019-12-27,9712
2019-12-28,9914
2019-12-29,10030
2019-12-30,10124
2019-12-31,10075
2020-01-01,10044
2020-01-02,9928
2020-01-03,9890
2020-01-04,9917
2020-01-05,9908
2020-01-06,9927
2020-01-07,9954
2020-01-08,9981
2020-01-09,9990
2020-01-10,9910
2020-01-11,9925
2020-01-12,9687
2020-01-13,9708
2020-01-14,9847
2020-01-15,9850
2020-01-16,9855
2020-01-17,9924
2020-01-18,9970
2020-01-19,9674
2020-01-20,9692
2020-01-21,9767
2020-01-22,9752
2020-01-23,9743
2020-01-24,9673
2020-01-25,9619
2020-01-26,9620
2020-01-27,9620
2020-01-28,9488
2020-01-29,9613
2020-01-30,9712
2020-01-31,9778
2020-02-01,9699
2020-02-02,9765
2020-02-03,9853
2020-02-04,9787
2020-02-05,9740
2020-02-06,9677
2020-02-07,9577
2020-02-08,9883
2020-02-09,9891
2020-02-10,9832
2020-02-11,9810
2020-02-12,9930
2020-02-13,9873
2020-02-14,9878
2020-02-15,9724
2020-02-16,9766
2020-02-17,9806
2020-02-18,9879
2020-02-19,9865
2020-02-20,9812
2020-02-21,9770
2020-02-22,9716
2020-02-23,9728
2020-02-24,9647
2020-02-25,9720
2020-02-26,9701
2020-02-27,9732
2020-02-28,9731
2020-02-29,9620
2020-03-01,9539
2020-03-02,9616
2020-03-03,9643
2020-03-04,9580
2020-03-05,9612
2020-03-06,9509
2020-03-07,9540
2020-03-08,9468
2020-03-09,9483
2020-03-10,9744
2020-03-11,9869
2020-03-12,9843
2020-03-13,9773
2020-03-14,9641
2020-03-15,9718
2020-03-16,9649
2020-03-17,9707
2020-03-18,9585
2020-03-19,9356
2020-03-20,9528
2020-03-21,9606
2020-03-22,9618
2020-03-23,9604
2020-03-24,9602
2020-03-25,9612
2020-03-26,9752
2020-03-27,9788
2020-03-28,9907
2020-03-29,9994
2020-03-30,9997
2020-03-31,10076
2020-04-01,10091
2020-04-02,9994
2020-04-03,9701
2020-04-04,9855
2020-04-05,9914
2020-04-06,10022
2020-04-07,10165
2020-04-08,10272
2020-04-09,10419
2020-04-10,10420
2020-04-11,10506
2020-04-12,10512
2020-04-13,10402
2020-04-14,10523
2020-04-15,10763
2020-04-16,10782
2020-04-17,10903
2020-04-18,10620
2020-04-19,10778
2020-04-20,11073
2020-04-21,11163
2020-04-22,11117
2020-04-23,10869
2020-04-24,10497
2020-04-25,10443
2020-04-26,10414
2020-04-27,10493
2020-04-28,10661
2020-04-29,10607
2020-04-30,10602
2020-05-01,10616
2020-05-02,10442
2020-05-03,10132
2020-05-04,10384
2020-05-05,10690
2020-05-06,10734
2020-05-07,10653
2020-05-08,10590
2020-05-09,10238
2020-05-10,10311
2020-05-11,10433
2020-05-12,10460
2020-05-13,10590
