date_obj,Rune%20chainbody price
2019-04-04,29614
2019-04-05,29587
2019-04-06,29575
2019-04-07,29572
2019-04-08,29573
2019-04-09,29569
2019-04-10,29606
2019-04-11,29598
2019-04-12,29598
2019-04-13,29577
2019-04-14,29573
2019-04-15,29587
2019-04-16,29595
2019-04-17,29588
2019-04-18,29593
2019-04-19,29603
2019-04-20,29584
2019-04-21,29582
2019-04-22,29596
2019-04-23,29485
2019-04-24,29571
2019-04-25,29623
2019-04-26,29626
2019-04-27,29614
2019-04-28,29594
2019-04-29,29595
2019-04-30,29590
2019-05-01,29575
2019-05-02,29578
2019-05-03,29597
2019-05-04,29562
2019-05-05,29596
2019-05-06,29577
2019-05-07,29573
2019-05-08,29595
2019-05-09,29635
2019-05-10,29635
2019-05-11,29616
2019-05-12,29593
2019-05-13,29621
2019-05-14,29641
2019-05-15,29620
2019-05-16,29645
2019-05-17,29627
2019-05-18,29585
2019-05-19,29570
2019-05-20,29586
2019-05-21,29593
2019-05-22,29637
2019-05-23,29611
2019-05-24,29581
2019-05-25,29592
2019-05-26,29561
2019-05-27,29588
2019-05-28,29603
2019-05-29,29619
2019-05-30,29615
2019-05-31,29609
2019-06-01,29583
2019-06-02,29583
2019-06-03,29594
2019-06-04,29594
2019-06-05,29603
2019-06-06,29604
2019-06-07,29620
2019-06-08,29597
2019-06-09,29586
2019-06-10,29559
2019-06-11,29566
2019-06-12,29587
2019-06-13,29599
2019-06-14,29612
2019-06-15,29545
2019-06-16,29590
2019-06-17,29590
2019-06-18,29598
2019-06-19,29604
2019-06-20,29572
2019-06-21,29571
2019-06-22,29546
2019-06-23,29563
2019-06-24,29587
2019-06-25,29590
2019-06-26,29580
2019-06-27,29581
2019-06-28,29605
2019-06-29,29589
2019-06-30,29593
2019-07-01,29614
2019-07-02,29620
2019-07-03,29635
2019-07-04,29643
2019-07-05,29613
2019-07-06,29583
2019-07-07,29569
2019-07-08,29586
2019-07-09,29571
2019-07-10,29577
2019-07-11,29606
2019-07-12,29611
2019-07-13,29594
2019-07-14,29609
2019-07-15,29630
2019-07-16,29598
2019-07-17,29622
2019-07-18,29636
2019-07-19,29636
2019-07-20,29606
2019-07-21,29583
2019-07-22,29588
2019-07-23,29611
2019-07-24,29601
2019-07-25,29613
2019-07-26,29590
2019-07-27,29554
2019-07-28,29446
2019-07-29,29492
2019-07-30,29542
2019-07-31,29592
2019-08-01,29536
2019-08-02,29514
2019-08-03,29510
2019-08-04,29502
2019-08-05,29502
2019-08-06,29539
2019-08-07,29548
2019-08-08,29554
2019-08-09,29582
2019-08-10,29525
2019-08-11,29428
2019-08-12,29487
2019-08-13,29523
2019-08-14,29544
2019-08-15,29566
2019-08-16,29552
2019-08-17,29525
2019-08-18,29557
2019-08-19,29531
2019-08-20,29580
2019-08-21,29571
2019-08-22,29574
2019-08-23,29520
2019-08-24,29549
2019-08-24,29549
2019-08-25,29571
2019-08-25,29571
2019-08-26,29553
2019-08-26,29553
2019-08-27,29619
2019-08-27,29619
2019-08-28,29617
2019-08-29,29593
2019-08-30,29590
2019-08-31,29557
2019-09-01,29537
2019-09-02,29545
2019-09-03,29553
2019-09-04,29553
2019-09-05,29579
2019-09-06,29614
2019-09-07,29585
2019-09-08,29520
2019-09-09,29553
2019-09-10,29595
2019-09-11,29631
2019-09-12,29617
2019-09-13,29600
2019-09-14,29585
2019-09-15,29494
2019-09-16,29543
2019-09-17,29578
2019-09-18,29565
2019-09-19,29582
2019-09-20,29505
2019-09-21,29555
2019-09-22,29583
2019-09-23,29569
2019-09-24,29552
2019-09-25,29585
2019-09-26,29568
2019-09-27,29584
2019-09-28,29531
2019-09-29,29512
2019-09-30,29554
2019-10-01,29550
2019-10-02,29548
2019-10-03,29538
2019-10-04,29527
2019-10-05,29409
2019-10-06,29491
2019-10-07,29532
2019-10-08,29573
2019-10-09,29535
2019-10-10,29536
2019-10-11,29496
2019-10-12,29553
2019-10-13,29525
2019-10-14,29548
2019-10-15,29551
2019-10-16,29548
2019-10-17,29529
2019-10-18,29527
2019-10-19,29480
2019-10-20,29487
2019-10-21,29540
2019-10-22,29440
2019-10-23,29542
2019-10-24,29577
2019-10-25,29553
2019-10-26,29502
2019-10-27,29523
2019-10-28,29563
2019-10-29,29580
2019-10-30,29588
2019-10-31,29627
2019-11-01,29613
2019-11-02,29574
2019-11-03,29534
2019-11-04,29532
2019-11-05,29515
2019-11-06,29565
2019-11-07,29519
2019-11-08,29533
2019-11-09,29515
2019-11-10,29419
2019-11-11,29500
2019-11-12,29532
2019-11-13,29536
2019-11-14,29552
2019-11-15,29556
2019-11-16,29535
2019-11-17,29465
2019-11-18,29501
2019-11-19,29504
2019-11-20,29523
2019-11-21,29530
2019-11-22,29552
2019-11-23,29521
2019-11-24,29524
2019-11-25,29520
2019-11-26,29558
2019-11-27,29565
2019-11-28,29553
2019-11-29,29541
2019-11-30,29499
2019-12-01,29443
2019-12-02,29468
2019-12-03,29482
2019-12-04,29526
2019-12-05,29533
2019-12-06,29490
2019-12-07,29504
2019-12-08,29521
2019-12-09,29516
2019-12-10,29516
2019-12-11,29472
2019-12-12,29504
2019-12-13,29499
2019-12-14,29497
2019-12-15,29509
2019-12-16,29506
2019-12-17,29536
2019-12-18,29563
2019-12-19,29641
2019-12-20,29625
2019-12-21,29546
2019-12-22,29500
2019-12-23,29491
2019-12-24,29515
2019-12-25,29514
2019-12-26,29535
2019-12-27,29532
2019-12-28,29501
2019-12-29,29512
2019-12-30,29493
2019-12-31,29498
2020-01-01,29453
2020-01-02,29458
2020-01-03,29356
2020-01-04,29437
2020-01-05,29471
2020-01-06,29466
2020-01-07,29493
2020-01-08,29502
2020-01-09,29527
2020-01-10,29512
2020-01-11,29508
2020-01-12,29485
2020-01-13,29498
2020-01-14,29507
2020-01-15,29513
2020-01-16,29501
2020-01-17,29477
2020-01-18,29475
2020-01-19,29471
2020-01-20,29494
2020-01-21,29497
2020-01-22,29506
2020-01-23,29496
2020-01-24,29466
2020-01-25,29404
2020-01-26,29375
2020-01-27,29456
2020-01-28,29489
2020-01-29,29506
2020-01-30,29508
2020-01-31,29480
2020-02-01,29444
2020-02-02,29480
2020-02-03,29486
2020-02-04,29469
2020-02-05,29390
2020-02-06,29383
2020-02-07,29429
2020-02-08,29423
2020-02-09,29373
2020-02-10,29439
2020-02-11,29492
2020-02-12,29479
2020-02-13,29448
2020-02-14,29484
2020-02-15,29498
2020-02-16,29455
2020-02-17,29475
2020-02-18,29490
2020-02-19,29479
2020-02-20,29464
2020-02-21,29479
2020-02-22,29467
2020-02-23,29469
2020-02-24,29495
2020-02-25,29515
2020-02-26,29514
2020-02-27,29510
2020-02-28,29487
2020-02-29,29482
2020-03-01,29438
2020-03-02,29471
2020-03-03,29497
2020-03-04,29489
2020-03-05,29488
2020-03-06,29504
2020-03-07,29486
2020-03-08,29493
2020-03-09,29496
2020-03-10,29514
2020-03-11,29536
2020-03-12,29523
2020-03-13,29509
2020-03-14,29508
2020-03-15,29501
2020-03-16,29505
2020-03-17,29507
2020-03-18,29513
2020-03-19,29517
2020-03-20,29459
2020-03-21,29456
2020-03-22,29441
2020-03-23,29497
2020-03-24,29518
2020-03-25,29503
2020-03-26,29463
2020-03-27,29486
2020-03-28,29501
2020-03-29,29500
2020-03-30,29522
2020-03-31,29527
2020-04-01,29507
2020-04-02,29520
2020-04-03,29513
2020-04-04,29515
2020-04-05,29503
2020-04-06,29509
2020-04-07,29514
2020-04-08,29521
2020-04-09,29511
2020-04-10,29522
2020-04-11,29476
2020-04-12,29468
2020-04-13,29479
2020-04-14,29491
2020-04-15,29487
2020-04-16,29488
2020-04-17,29509
2020-04-18,29506
2020-04-19,29523
2020-04-20,29490
2020-04-21,29506
2020-04-22,29523
2020-04-23,29503
2020-04-24,29509
2020-04-25,29511
2020-04-26,29521
2020-04-27,29524
2020-04-28,29532
2020-04-29,29484
2020-04-30,29504
2020-05-01,29527
2020-05-02,29528
2020-05-03,29532
2020-05-04,29528
2020-05-05,29522
2020-05-06,29518
2020-05-07,29527
2020-05-08,29508
2020-05-09,29509
2020-05-10,29493
2020-05-11,29518
2020-05-12,29533
2020-05-13,29527
