date_obj,Ahrim's%20robetop price
2018-12-24,2052425
2018-12-25,2037170
2018-12-26,2034130
2018-12-27,2093689
2018-12-28,2188394
2018-12-29,2202282
2018-12-30,2170704
2018-12-31,2160803
2019-01-01,2153412
2019-01-02,2140277
2019-01-03,2115116
2019-01-04,2110078
2019-01-05,2138246
2019-01-06,2176935
2019-01-08,2344759
2019-01-10,2259051
2019-01-11,2192455
2019-01-12,2163439
2019-01-13,2124992
2019-01-14,2117376
2019-01-15,2107454
2019-01-16,2082322
2019-01-17,2032214
2019-01-18,2062857
2019-01-19,2153065
2019-01-20,2136287
2019-01-21,2118703
2019-01-22,2139194
2019-01-23,2129886
2019-01-24,2200932
2019-01-25,2280760
2019-01-26,2332097
2019-01-27,2380939
2019-01-28,2360826
2019-01-29,2338707
2019-01-30,2384342
2019-01-31,2379561
2019-02-01,2481349
2019-02-02,2540851
2019-02-03,2610721
2019-02-04,2713693
2019-02-05,2792833
2019-02-06,2738075
2019-02-07,2697956
2019-02-08,2690092
2019-02-09,2685043
2019-02-10,2662171
2019-02-11,2619975
2019-02-12,2590978
2019-02-13,2519448
2019-02-14,2438958
2019-02-15,2425653
2019-02-16,2409136
2019-02-17,2369034
2019-02-18,2348971
2019-02-19,2327938
2019-02-20,2308919
2019-02-21,2271189
2019-02-22,2266168
2019-02-23,2255110
2019-02-24,2236989
2019-02-25,2226654
2019-02-26,2244151
2019-02-27,2242691
2019-02-28,2257704
2019-03-01,2289819
2019-03-02,2327978
2019-03-03,2419685
2019-03-04,2460827
2019-03-05,2437090
2019-03-06,2434307
2019-03-07,2432521
2019-03-08,2427489
2019-03-09,2464266
2019-03-10,2436310
2019-03-11,2409247
2019-03-12,2363632
2019-03-13,2314993
2019-03-14,2279040
2019-03-15,2249810
2019-03-16,2214128
2019-03-17,2188459
2019-03-18,2167366
2019-03-19,2153679
2019-03-20,2162001
2019-03-21,2178511
2019-03-22,2144883
2019-03-23,2170038
2019-03-24,2202073
2019-03-25,2204483
2019-03-26,2271886
2019-03-27,2347581
2019-03-28,2377814
2019-03-29,2363538
2019-03-30,2477150
2019-03-31,2445466
2019-04-01,2410253
2019-04-02,2390489
2019-04-03,2367718
2019-04-04,2356082
2019-04-05,2362953
2019-04-06,2357970
2019-04-07,2374473
2019-04-08,2388750
2019-04-09,2451480
2019-04-10,2427857
2019-04-11,2390105
2019-04-12,2332555
2019-04-13,2254720
2019-04-14,2197100
2019-04-15,2131611
2019-04-16,2059693
2019-04-17,1997443
2019-04-18,1953724
2019-04-19,1914449
2019-04-20,1961891
2019-04-21,1975401
2019-04-22,1984538
2019-04-23,1964768
2019-04-24,1999155
2019-04-25,2067874
2019-04-26,2042676
2019-04-27,2031909
2019-04-28,2016158
2019-04-29,2014874
2019-04-30,1999025
2019-05-01,1986133
2019-05-02,1974184
2019-05-03,1961925
2019-05-04,2012511
2019-05-05,2065796
2019-05-06,2037278
2019-05-07,2091942
2019-05-08,2055389
2019-05-09,2047276
2019-05-10,2025493
2019-05-11,1998277
2019-05-12,1979996
2019-05-13,1967231
2019-05-14,1957635
2019-05-15,1947839
2019-05-16,1956470
2019-05-17,1962280
2019-05-18,1949145
2019-05-19,1950221
2019-05-20,1937859
2019-05-21,1928809
2019-05-22,1929388
2019-05-23,1916320
2019-05-24,1923037
2019-05-25,1917106
2019-05-26,1900807
2019-05-27,1890713
2019-05-28,1869189
2019-05-29,1855783
2019-05-30,1848423
2019-05-31,1847394
2019-06-01,1878131
2019-06-02,1861365
2019-06-03,1854320
2019-06-04,1846193
2019-06-05,1863656
2019-06-06,1913139
2019-06-07,1944289
2019-06-08,1920690
2019-06-09,1905662
2019-06-10,1903696
2019-06-11,1902886
2019-06-12,1878866
2019-06-13,1870942
2019-06-14,1864036
2019-06-15,1860636
2019-06-16,1860909
2019-06-17,1850680
2019-06-18,1843654
2019-06-19,1834092
2019-06-20,1817281
2019-06-21,1783822
2019-06-22,1762706
2019-06-23,1743077
2019-06-24,1700623
2019-06-25,1664773
2019-06-26,1657473
2019-06-27,1672774
2019-06-28,1726365
2019-06-29,1763079
2019-06-30,1763079
2019-07-01,1821146
2019-07-02,1876685
2019-07-03,1901942
2019-07-04,1953452
2019-07-05,2003806
2019-07-06,2082264
2019-07-07,2026658
2019-07-08,2006752
2019-07-09,1977986
2019-07-10,1953686
2019-07-11,1938100
2019-07-12,1913710
2019-07-13,1896735
2019-07-14,1932471
2019-07-15,1946174
2019-07-16,1941465
2019-07-17,1955223
2019-07-18,1975889
2019-07-19,1984410
2019-07-20,2002433
2019-07-21,1988951
2019-07-22,1991449
2019-07-23,1963069
2019-07-24,1939953
2019-07-25,1980205
2019-07-26,2079216
2019-07-27,2178199
2019-07-28,2279945
2019-07-29,2311672
2019-07-30,2397270
2019-07-31,2499229
2019-08-01,2528773
2019-08-02,2531197
2019-08-03,2537743
2019-08-04,2503332
2019-08-05,2495606
2019-08-06,2455102
2019-08-07,2419827
2019-08-08,2401889
2019-08-09,2402883
2019-08-10,2421703
2019-08-11,2383737
2019-08-12,2356140
2019-08-13,2332212
2019-08-14,2314941
2019-08-15,2302937
2019-08-16,2273871
2019-08-17,2252807
2019-08-18,2248992
2019-08-19,2221026
2019-08-20,2213100
2019-08-21,2189569
2019-08-22,2192263
2019-08-23,2170907
2019-08-24,2151718
2019-08-24,2151718
2019-08-25,2139273
2019-08-25,2139273
2019-08-26,2110146
2019-08-27,2079530
2019-08-27,2079530
2019-08-28,2027184
2019-08-29,1986889
2019-08-30,1968767
2019-08-31,1947443
2019-09-01,1928426
2019-09-02,1916079
2019-09-03,1893766
2019-09-04,1879416
2019-09-05,1864836
2019-09-06,1851620
2019-09-07,1883719
2019-09-08,1913474
2019-09-09,1897399
2019-09-10,1879960
2019-09-11,1857209
2019-09-12,1849844
2019-09-13,1836136
2019-09-14,1836039
2019-09-15,1839974
2019-09-16,1826808
2019-09-17,1819708
2019-09-18,1797712
2019-09-19,1818720
2019-09-20,1835504
2019-09-21,1891215
2019-09-22,1895040
2019-09-23,1895631
2019-09-24,1886790
2019-09-25,1901983
2019-09-26,1888708
2019-09-27,1869576
2019-09-28,1875979
2019-09-29,1835033
2019-09-30,1848376
2019-10-01,1839497
2019-10-02,1834613
2019-10-03,1834761
2019-10-04,1835489
2019-10-05,1834131
2019-10-06,1873682
2019-10-07,1843189
2019-10-08,1826673
2019-10-09,1810150
2019-10-10,1811702
2019-10-11,1821190
2019-10-12,1848793
2019-10-13,1879092
2019-10-14,1873849
2019-10-15,1863145
2019-10-16,1855387
2019-10-17,1844898
2019-10-18,1835544
2019-10-19,1830907
2019-10-20,1832920
2019-10-21,1821021
2019-10-22,1826403
2019-10-23,1807721
2019-10-24,1788310
2019-10-25,1756656
2019-10-26,1755376
2019-10-27,1751518
2019-10-28,1722253
2019-10-29,1698150
2019-10-30,1680652
2019-10-31,1657001
2019-11-01,1639065
2019-11-02,1628539
2019-11-03,1642339
2019-11-04,1696920
2019-11-05,1675176
2019-11-06,1677015
2019-11-07,1649270
2019-11-08,1630769
2019-11-09,1632183
2019-11-10,1669087
2019-11-11,1655002
2019-11-12,1662295
2019-11-13,1701813
2019-11-14,1742954
2019-11-15,1753364
2019-11-16,1829435
2019-11-17,1796520
2019-11-18,1795444
2019-11-19,1819765
2019-11-20,1832871
2019-11-21,1836080
2019-11-22,1900373
2019-11-23,1969199
2019-11-24,1987157
2019-11-25,1955909
2019-11-26,1909301
2019-11-27,1906128
2019-11-28,1887300
2019-11-29,1886868
2019-11-30,1869050
2019-12-01,1882886
2019-12-02,1879845
2019-12-03,1832458
2019-12-04,1823240
2019-12-05,1818846
2019-12-06,1814067
2019-12-07,1799616
2019-12-08,1856308
2019-12-09,1864342
2019-12-10,1850233
2019-12-11,1870144
2019-12-12,1867830
2019-12-13,1899825
2019-12-14,1928912
2019-12-15,1923942
2019-12-16,1905278
2019-12-17,1925608
2019-12-18,1931656
2019-12-19,1985170
2019-12-20,2050420
2019-12-21,2030817
2019-12-22,2014251
2019-12-23,2002145
2019-12-24,1971525
2019-12-25,1986462
2019-12-26,1977844
2019-12-27,1967781
2019-12-28,1983593
2019-12-29,1976740
2019-12-30,2013211
2019-12-31,1994757
2020-01-01,2064722
2020-01-02,2034256
2020-01-03,2063737
2020-01-04,2164993
2020-01-05,2216067
2020-01-06,2169018
2020-01-07,2158505
2020-01-08,2116360
2020-01-09,2127824
2020-01-10,2110266
2020-01-11,2101059
2020-01-12,2098096
2020-01-13,2074071
2020-01-14,2104825
2020-01-15,2104448
2020-01-16,2084309
2020-01-17,2146632
2020-01-18,2249876
2020-01-19,2306197
2020-01-20,2237538
2020-01-21,2211849
2020-01-22,2187925
2020-01-23,2161942
2020-01-24,2168577
2020-01-25,2178702
2020-01-26,2187721
2020-01-27,2165242
2020-01-28,2153163
2020-01-29,2130739
2020-01-30,2131147
2020-01-31,2163933
2020-02-01,2188411
2020-02-02,2166526
2020-02-03,2144464
2020-02-04,2133460
2020-02-05,2118115
2020-02-06,2060496
2020-02-07,2028456
2020-02-08,2011906
2020-02-09,2039121
2020-02-10,2024438
2020-02-11,2018381
2020-02-12,2001861
2020-02-13,1990640
2020-02-14,1993048
2020-02-15,2017642
2020-02-16,2011260
2020-02-17,2005938
2020-02-18,1990706
2020-02-19,1972636
2020-02-20,1966293
2020-02-21,1967787
2020-02-22,2011215
2020-02-23,2058610
2020-02-24,2036867
2020-02-25,2024918
2020-02-26,2019523
2020-02-27,2017266
2020-02-28,2095881
2020-02-29,2123660
2020-03-01,2174481
2020-03-02,2157918
2020-03-03,2138980
2020-03-04,2124208
2020-03-05,2111201
2020-03-06,2089971
2020-03-07,2084658
2020-03-08,2061211
2020-03-09,2066322
2020-03-10,2060163
2020-03-11,2045216
2020-03-12,2035481
2020-03-13,2077123
2020-03-14,2174170
2020-03-15,2226198
2020-03-16,2303786
2020-03-17,2363364
2020-03-18,2357637
2020-03-19,2386833
2020-03-20,2451884
2020-03-21,2472555
2020-03-22,2507726
2020-03-23,2493489
2020-03-24,2497130
2020-03-25,2523034
2020-03-26,2512483
2020-03-27,2493135
2020-03-28,2482345
2020-03-29,2527033
2020-03-30,2470395
2020-03-31,2473242
2020-04-01,2456882
2020-04-02,2449991
2020-04-03,2438877
2020-04-04,2435630
2020-04-05,2441977
2020-04-06,2441389
2020-04-07,2420991
2020-04-08,2376624
2020-04-09,2384964
2020-04-10,2398851
2020-04-11,2406011
2020-04-12,2388817
2020-04-13,2382178
2020-04-14,2468941
2020-04-15,2495502
2020-04-16,2528712
2020-04-17,2578937
2020-04-18,2659070
2020-04-19,2638446
2020-04-20,2612674
2020-04-21,2596115
2020-04-22,2575291
2020-04-23,2537747
2020-04-24,2515148
2020-04-25,2503883
2020-04-26,2472812
2020-04-27,2448091
2020-04-28,2422017
2020-04-29,2410972
2020-04-30,2405516
2020-05-01,2391824
2020-05-02,2383501
2020-05-03,2358306
2020-05-04,2327991
2020-05-05,2299975
2020-05-06,2307817
2020-05-07,2332255
2020-05-08,2404546
2020-05-09,2491347
2020-05-10,2492270
2020-05-11,2564018
2020-05-12,2612913
2020-05-13,2618233
