date_obj,Runite%20crossbow%20(u) price
2019-04-03,9556
2019-04-04,9432
2019-04-05,9409
2019-04-06,9461
2019-04-07,9462
2019-04-08,9461
2019-04-09,9499
2019-04-10,9451
2019-04-11,9466
2019-04-12,9473
2019-04-13,9546
2019-04-14,9606
2019-04-15,9562
2019-04-16,9456
2019-04-17,9441
2019-04-18,9730
2019-04-19,9569
2019-04-20,9464
2019-04-21,9502
2019-04-22,9504
2019-04-23,9508
2019-04-24,9524
2019-04-25,9471
2019-04-26,9447
2019-04-27,9459
2019-04-28,9437
2019-04-29,9437
2019-04-30,9436
2019-05-01,9517
2019-05-02,9529
2019-05-03,9511
2019-05-04,9466
2019-05-05,9457
2019-05-06,9618
2019-05-07,9597
2019-05-08,9667
2019-05-09,9495
2019-05-10,9436
2019-05-11,9404
2019-05-12,9447
2019-05-13,9514
2019-05-14,9627
2019-05-15,9652
2019-05-16,9656
2019-05-17,9687
2019-05-18,9601
2019-05-19,9568
2019-05-20,9530
2019-05-21,9558
2019-05-22,9486
2019-05-23,9450
2019-05-24,9512
2019-05-25,9536
2019-05-26,9502
2019-05-27,9451
2019-05-28,9536
2019-05-29,9509
2019-05-30,9607
2019-05-31,9820
2019-06-01,9537
2019-06-02,9441
2019-06-03,9466
2019-06-04,9480
2019-06-05,9513
2019-06-06,9487
2019-06-07,9572
2019-06-08,9540
2019-06-09,9582
2019-06-10,9551
2019-06-11,9554
2019-06-12,9558
2019-06-13,9515
2019-06-14,9460
2019-06-15,9465
2019-06-16,9797
2019-06-17,9837
2019-06-18,9471
2019-06-19,9473
2019-06-20,9477
2019-06-21,9541
2019-06-22,9595
2019-06-23,9426
2019-06-24,9389
2019-06-25,9398
2019-06-26,9403
2019-06-27,9441
2019-06-28,9485
2019-06-29,9473
2019-06-30,9470
2019-07-01,9468
2019-07-02,9480
2019-07-03,9494
2019-07-04,9477
2019-07-05,9534
2019-07-06,9429
2019-07-07,9502
2019-07-08,9500
2019-07-09,9521
2019-07-10,9662
2019-07-11,9551
2019-07-12,9515
2019-07-13,9556
2019-07-14,9442
2019-07-15,9409
2019-07-16,9458
2019-07-17,9543
2019-07-18,9518
2019-07-19,9532
2019-07-20,9547
2019-07-21,9542
2019-07-22,9447
2019-07-23,9596
2019-07-24,9476
2019-07-25,9382
2019-07-26,9530
2019-07-27,9412
2019-07-28,9464
2019-07-29,9429
2019-07-30,9339
2019-07-31,9318
2019-08-01,9417
2019-08-02,9408
2019-08-03,9490
2019-08-04,9497
2019-08-05,9506
2019-08-06,9508
2019-08-07,9365
2019-08-08,9339
2019-08-09,9462
2019-08-10,9464
2019-08-11,9525
2019-08-12,9525
2019-08-13,9532
2019-08-14,9688
2019-08-15,9497
2019-08-16,9380
2019-08-17,9429
2019-08-18,9438
2019-08-19,9514
2019-08-20,9497
2019-08-21,9622
2019-08-22,9455
2019-08-23,9372
2019-08-24,9463
2019-08-24,9463
2019-08-25,9402
2019-08-25,9402
2019-08-26,9440
2019-08-26,9440
2019-08-27,9441
2019-08-27,9441
2019-08-28,9552
2019-08-29,9455
2019-08-30,9405
2019-08-31,9462
2019-09-01,9536
2019-09-02,9489
2019-09-03,9526
2019-09-04,9578
2019-09-05,9571
2019-09-06,9722
2019-09-07,9635
2019-09-08,9617
2019-09-09,9603
2019-09-10,9600
2019-09-11,9561
2019-09-12,9520
2019-09-13,9452
2019-09-14,9494
2019-09-15,9590
2019-09-16,9413
2019-09-17,9394
2019-09-18,9439
2019-09-19,9438
2019-09-20,9403
2019-09-21,9358
2019-09-22,9520
2019-09-23,9692
2019-09-24,10105
2019-09-25,9864
2019-09-26,9453
2019-09-27,9413
2019-09-28,9483
2019-09-29,9639
2019-09-30,9492
2019-10-01,9538
2019-10-02,9511
2019-10-03,9502
2019-10-04,9430
2019-10-05,9321
2019-10-06,9434
2019-10-07,9412
2019-10-08,9465
2019-10-09,9451
2019-10-10,9784
2019-10-11,9445
2019-10-12,9382
2019-10-13,9402
2019-10-14,9401
2019-10-15,9421
2019-10-16,9448
2019-10-17,9480
2019-10-18,9409
2019-10-19,9413
2019-10-20,9352
2019-10-21,9370
2019-10-22,9527
2019-10-23,9371
2019-10-24,9400
2019-10-25,9418
2019-10-26,9402
2019-10-27,9401
2019-10-28,9374
2019-10-29,9364
2019-10-30,9358
2019-10-31,9593
2019-11-01,9290
2019-11-02,9232
2019-11-03,9269
2019-11-04,9389
2019-11-05,9628
2019-11-06,9295
2019-11-07,9333
2019-11-08,9329
2019-11-09,9406
2019-11-10,9299
2019-11-11,9374
2019-11-12,9328
2019-11-13,9288
2019-11-14,9436
2019-11-15,9342
2019-11-16,9371
2019-11-17,9498
2019-11-18,9438
2019-11-19,9366
2019-11-20,9393
2019-11-21,9412
2019-11-22,9330
2019-11-23,9330
2019-11-24,9491
2019-11-25,9541
2019-11-26,9590
2019-11-27,9600
2019-11-28,9401
2019-11-29,9381
2019-11-30,9486
2019-12-01,9392
2019-12-02,9474
2019-12-03,9403
2019-12-04,9359
2019-12-05,9461
2019-12-06,9405
2019-12-07,9305
2019-12-08,9260
2019-12-09,9345
2019-12-10,9402
2019-12-11,9327
2019-12-12,9264
2019-12-13,9370
2019-12-14,9371
2019-12-15,9309
2019-12-16,9312
2019-12-17,9423
2019-12-18,9420
2019-12-19,9333
2019-12-20,9301
2019-12-21,9317
2019-12-22,9488
2019-12-23,9282
2019-12-24,9381
2019-12-25,9386
2019-12-26,9438
2019-12-27,9398
2019-12-28,9459
2019-12-29,9400
2019-12-30,9404
2019-12-31,9255
2020-01-01,9418
2020-01-02,9448
2020-01-03,9427
2020-01-04,9413
2020-01-05,9392
2020-01-06,9412
2020-01-07,9471
2020-01-08,9413
2020-01-09,9460
2020-01-10,9356
2020-01-11,9374
2020-01-12,9401
2020-01-13,9404
2020-01-14,9406
2020-01-15,9347
2020-01-16,9311
2020-01-17,9308
2020-01-18,9323
2020-01-19,9440
2020-01-20,9354
2020-01-21,9396
2020-01-22,9356
2020-01-23,9365
2020-01-24,9361
2020-01-25,9356
2020-01-26,9377
2020-01-27,9441
2020-01-28,9414
2020-01-29,9415
2020-01-30,9325
2020-01-31,9500
2020-02-01,9290
2020-02-02,9362
2020-02-03,9394
2020-02-04,9429
2020-02-05,9500
2020-02-06,9513
2020-02-07,9442
2020-02-08,9361
2020-02-09,9323
2020-02-10,9351
2020-02-11,9369
2020-02-12,9450
2020-02-13,9405
2020-02-14,9407
2020-02-15,9387
2020-02-16,9368
2020-02-17,9433
2020-02-18,9384
2020-02-19,9403
2020-02-20,9375
2020-02-21,9375
2020-02-22,9423
2020-02-23,9325
2020-02-24,9343
2020-02-25,9464
2020-02-26,9427
2020-02-27,9367
2020-02-28,9431
2020-02-29,9507
2020-03-01,9341
2020-03-02,9489
2020-03-03,9377
2020-03-04,9467
2020-03-05,9432
2020-03-06,9432
2020-03-07,9333
2020-03-08,9387
2020-03-09,9524
2020-03-10,9388
2020-03-11,9388
2020-03-12,9440
2020-03-13,9501
2020-03-14,9430
2020-03-15,9501
2020-03-16,9415
2020-03-17,9320
2020-03-18,9431
2020-03-19,9491
2020-03-20,9446
2020-03-21,9344
2020-03-22,9479
2020-03-23,9451
2020-03-24,9373
2020-03-25,9382
2020-03-26,9440
2020-03-27,9419
2020-03-28,9482
2020-03-29,9383
2020-03-30,9400
2020-03-31,9409
2020-04-01,9417
2020-04-02,9448
2020-04-03,9423
2020-04-04,9396
2020-04-05,9468
2020-04-06,9513
2020-04-07,9339
2020-04-08,9356
2020-04-09,9384
2020-04-10,9624
2020-04-11,9417
2020-04-12,9479
2020-04-13,9444
2020-04-14,9395
2020-04-15,9491
2020-04-16,9459
2020-04-17,9446
2020-04-18,9474
2020-04-19,9499
2020-04-20,9485
2020-04-21,9409
2020-04-22,9447
2020-04-23,9461
2020-04-24,9479
2020-04-25,9475
2020-04-26,9408
2020-04-27,9433
2020-04-28,9435
2020-04-29,9439
2020-04-30,9442
2020-05-01,9352
2020-05-02,9349
2020-05-03,9417
2020-05-04,9412
2020-05-05,9380
2020-05-06,9434
2020-05-07,9426
2020-05-08,9362
2020-05-09,9443
2020-05-10,9489
2020-05-11,9370
2020-05-12,9426
2020-05-13,9443
