date_obj,Book%20of%20darkness%20page%20set price
2019-03-21,811569
2019-03-22,832662
2019-03-23,827433
2019-03-24,833004
2019-03-25,846841
2019-03-26,881491
2019-03-27,917483
2019-03-28,962170
2019-03-29,1002222
2019-03-30,1002222
2019-03-31,1037998
2019-04-01,1081400
2019-04-02,1106713
2019-04-03,1092397
2019-04-04,1100978
2019-04-05,1147173
2019-04-06,1143843
2019-04-07,1130327
2019-04-08,1116405
2019-04-09,1106473
2019-04-10,1093623
2019-04-11,1055246
2019-04-12,1002647
2019-04-13,952514
2019-04-14,904888
2019-04-15,859643
2019-04-16,816660
2019-04-17,775827
2019-04-18,740325
2019-04-19,717976
2019-04-20,699726
2019-04-21,689869
2019-04-22,695956
2019-04-23,680241
2019-04-24,677564
2019-04-25,671575
2019-04-26,663256
2019-04-27,660102
2019-04-28,660316
2019-04-29,644829
2019-04-30,641215
2019-05-01,631272
2019-05-02,643986
2019-05-03,632672
2019-05-04,631090
2019-05-05,622930
2019-05-06,614145
2019-05-07,610483
2019-05-08,600145
2019-05-09,593785
2019-05-10,581884
2019-05-11,580968
2019-05-12,566247
2019-05-13,568785
2019-05-14,572412
2019-05-15,580302
2019-05-16,584585
2019-05-17,581769
2019-05-18,589173
2019-05-19,600425
2019-05-20,620375
2019-05-21,623273
2019-05-22,628044
2019-05-23,635444
2019-05-24,642175
2019-05-25,648997
2019-05-26,652816
2019-05-27,657306
2019-05-28,662365
2019-05-29,677504
2019-05-30,697701
2019-05-31,729328
2019-06-01,738491
2019-06-02,754962
2019-06-03,755130
2019-06-04,767310
2019-06-05,790795
2019-06-06,777929
2019-06-07,767738
2019-06-08,764477
2019-06-09,781731
2019-06-10,781731
2019-06-11,769506
2019-06-12,761931
2019-06-13,746343
2019-06-14,735416
2019-06-15,728624
2019-06-16,716656
2019-06-17,701931
2019-06-18,691602
2019-06-19,678612
2019-06-20,663339
2019-06-21,668527
2019-06-22,663437
2019-06-23,648231
2019-06-24,643109
2019-06-25,627946
2019-06-26,619194
2019-06-27,621311
2019-06-28,621860
2019-06-29,638393
2019-06-30,643969
2019-07-01,640030
2019-07-02,639742
2019-07-03,629133
2019-07-04,626281
2019-07-05,638585
2019-07-06,655267
2019-07-07,654262
2019-07-08,646156
2019-07-09,637847
2019-07-10,622891
2019-07-11,611541
2019-07-12,622830
2019-07-13,628573
2019-07-14,627207
2019-07-15,626342
2019-07-16,619831
2019-07-17,617981
2019-07-18,621597
2019-07-19,629405
2019-07-20,654992
2019-07-21,674502
2019-07-22,666288
2019-07-23,651861
2019-07-24,639551
2019-07-25,636447
2019-07-26,634814
2019-07-27,633294
2019-07-28,627352
2019-07-29,624679
2019-07-30,611433
2019-07-31,597693
2019-08-01,605564
2019-08-02,605582
2019-08-03,615866
2019-08-04,631615
2019-08-05,636300
2019-08-06,631890
2019-08-07,633199
2019-08-08,648204
2019-08-09,653009
2019-08-10,650711
2019-08-11,661724
2019-08-12,676174
2019-08-13,693672
2019-08-14,705232
2019-08-15,705883
2019-08-16,712989
2019-08-17,712989
2019-08-18,705235
2019-08-19,696963
2019-08-20,688026
2019-08-21,683577
2019-08-22,685658
2019-08-23,687399
2019-08-24,699099
2019-08-24,699099
2019-08-25,688012
2019-08-25,688012
2019-08-26,685060
2019-08-27,685636
2019-08-27,685636
2019-08-28,686324
2019-08-29,673314
2019-08-30,681608
2019-08-31,701839
2019-09-01,699064
2019-09-02,696932
2019-09-03,690969
2019-09-04,686618
2019-09-05,694297
2019-09-06,687959
2019-09-07,695087
2019-09-08,695516
2019-09-09,688386
2019-09-10,684530
2019-09-11,682438
2019-09-12,709137
2019-09-13,695744
2019-09-14,705013
2019-09-15,704433
2019-09-16,693061
2019-09-17,690728
2019-09-18,680572
2019-09-19,678921
2019-09-20,692005
2019-09-21,673121
2019-09-22,673426
2019-09-23,670268
2019-09-24,670268
2019-09-25,668143
2019-09-26,660646
2019-09-27,648137
2019-09-28,665849
2019-09-29,683063
2019-09-30,676428
2019-10-01,670938
2019-10-02,674546
2019-10-03,668803
2019-10-04,683035
2019-10-05,700842
2019-10-06,698332
2019-10-07,689300
2019-10-08,688537
2019-10-09,688537
2019-10-10,683635
2019-10-11,682590
2019-10-12,677396
2019-10-13,678132
2019-10-14,675535
2019-10-15,683168
2019-10-16,684307
2019-10-17,677761
2019-10-18,665906
2019-10-19,658124
2019-10-20,654249
2019-10-21,670279
2019-10-22,665394
2019-10-23,652076
2019-10-24,647925
2019-10-25,641125
2019-10-26,639611
2019-10-27,646894
2019-10-28,642695
2019-10-29,642695
2019-10-30,635705
2019-10-31,631745
2019-11-01,620631
2019-11-02,615330
2019-11-03,613763
2019-11-04,604798
2019-11-05,604798
2019-11-06,597200
2019-11-07,595511
2019-11-08,591634
2019-11-09,591614
2019-11-10,594783
2019-11-11,589616
2019-11-12,587243
2019-11-13,580809
2019-11-14,575019
2019-11-15,576692
2019-11-16,570563
2019-11-17,570563
2019-11-18,570627
2019-11-19,557451
2019-11-20,561066
2019-11-21,554581
2019-11-22,551898
2019-11-23,558813
2019-11-24,567421
2019-11-25,582260
2019-11-26,591334
2019-11-27,591334
2019-11-28,613256
2019-11-29,613256
2019-11-30,611279
2019-12-01,609138
2019-12-02,604311
2019-12-03,611220
2019-12-04,621173
2019-12-05,621173
2019-12-06,635669
2019-12-07,655493
2019-12-08,684934
2019-12-09,718089
2019-12-10,745041
2019-12-11,771822
2019-12-12,785624
2019-12-13,779999
2019-12-14,799511
2019-12-15,829671
2019-12-16,833281
2019-12-17,851230
2019-12-18,854254
2019-12-19,850718
2019-12-20,847819
2019-12-21,844943
2019-12-22,836828
2019-12-23,828062
2019-12-24,804317
2019-12-25,794190
2019-12-26,790071
2019-12-27,774261
2019-12-28,768129
2019-12-29,768219
2019-12-30,762190
2019-12-31,758007
2020-01-01,741801
2020-01-02,731445
2020-01-03,735502
2020-01-04,736283
2020-01-05,723445
2020-01-06,716282
2020-01-07,705948
2020-01-08,705948
2020-01-09,702102
2020-01-10,700537
2020-01-11,691771
2020-01-12,700874
2020-01-13,721389
2020-01-14,716059
2020-01-15,707026
2020-01-16,706162
2020-01-17,711933
2020-01-18,708802
2020-01-19,702785
2020-01-20,700862
2020-01-21,697591
2020-01-22,692133
2020-01-23,697041
2020-01-24,708726
2020-01-25,729539
2020-01-26,730342
2020-01-27,720980
2020-01-28,714235
2020-01-29,700846
2020-01-30,688960
2020-01-31,676019
2020-02-01,660559
2020-02-02,670568
2020-02-03,677501
2020-02-04,673485
2020-02-05,669861
2020-02-06,660733
2020-02-07,666888
2020-02-08,656038
2020-02-09,646979
2020-02-10,634462
2020-02-11,635199
2020-02-12,646292
2020-02-13,643051
2020-02-14,656225
2020-02-15,670379
2020-02-16,665426
2020-02-17,665595
2020-02-18,660863
2020-02-19,657317
2020-02-20,662314
2020-02-21,684306
2020-02-22,704161
2020-02-23,716157
2020-02-24,712278
2020-02-25,708859
2020-02-26,713154
2020-02-27,714317
2020-02-28,719690
2020-02-29,735164
2020-03-01,757444
2020-03-02,754138
2020-03-03,744605
2020-03-04,737637
2020-03-05,734272
2020-03-06,736227
2020-03-07,735282
2020-03-08,758183
2020-03-09,756414
2020-03-10,749276
2020-03-11,744609
2020-03-12,741320
2020-03-13,741939
2020-03-14,743662
2020-03-15,758999
2020-03-16,752627
2020-03-17,750088
2020-03-18,750800
2020-03-19,746268
2020-03-20,765510
2020-03-21,796322
2020-03-22,805731
2020-03-23,801955
2020-03-24,804721
2020-03-25,823141
2020-03-26,812862
2020-03-27,804208
2020-03-28,803335
2020-03-29,802344
2020-03-30,799799
2020-03-31,798135
2020-04-01,814864
2020-04-02,803878
2020-04-03,797901
2020-04-04,793883
2020-04-05,787038
2020-04-06,783716
2020-04-07,781665
2020-04-08,781642
2020-04-09,800862
2020-04-10,822995
2020-04-11,856540
2020-04-12,897153
2020-04-13,885818
2020-04-14,879242
2020-04-15,881009
2020-04-16,882279
2020-04-17,890402
2020-04-18,929179
2020-04-19,950787
2020-04-20,939134
2020-04-21,932884
2020-04-22,923187
2020-04-23,914155
2020-04-24,909026
2020-04-25,900980
2020-04-26,897106
2020-04-27,879097
2020-04-28,864477
2020-04-29,865873
2020-04-30,853913
2020-05-01,848081
2020-05-02,840362
2020-05-03,824014
2020-05-04,807292
2020-05-05,795782
2020-05-06,787614
2020-05-07,776390
2020-05-08,772855
2020-05-09,768828
2020-05-10,758693
2020-05-11,745866
2020-05-12,734758
2020-05-13,734015
