date_obj,Iron%20platebody%20(g) price
2019-03-31,499089
2019-04-01,506792
2019-04-02,514618
2019-04-03,524019
2019-04-04,528301
2019-04-05,529179
2019-04-06,535362
2019-04-07,546547
2019-04-08,559483
2019-04-09,572759
2019-04-10,583755
2019-04-11,593194
2019-04-12,600483
2019-04-13,589990
2019-04-14,576314
2019-04-15,559826
2019-04-16,540234
2019-04-17,519530
2019-04-18,496640
2019-04-19,475679
2019-04-20,461852
2019-04-21,449398
2019-04-22,436691
2019-04-23,427847
2019-04-24,418416
2019-04-25,415770
2019-04-26,413924
2019-04-27,408934
2019-04-28,410041
2019-04-29,414516
2019-04-30,418894
2019-05-01,417677
2019-05-02,416120
2019-05-03,419912
2019-05-04,415806
2019-05-05,412399
2019-05-06,410161
2019-05-07,411291
2019-05-08,410724
2019-05-09,412792
2019-05-10,413144
2019-05-11,411787
2019-05-12,415078
2019-05-13,415650
2019-05-14,413000
2019-05-15,412534
2019-05-16,408864
2019-05-17,410715
2019-05-18,414876
2019-05-19,422031
2019-05-20,428821
2019-05-21,430186
2019-05-22,430560
2019-05-23,437823
2019-05-24,445702
2019-05-25,444388
2019-05-26,437701
2019-05-27,441553
2019-05-28,450725
2019-05-29,454530
2019-05-30,451134
2019-05-31,444663
2019-06-01,438083
2019-06-02,436447
2019-06-03,446288
2019-06-04,446062
2019-06-05,448509
2019-06-06,453977
2019-06-07,449550
2019-06-08,447141
2019-06-09,444364
2019-06-10,444364
2019-06-11,443702
2019-06-12,443010
2019-06-13,443621
2019-06-14,444717
2019-06-15,446033
2019-06-16,447197
2019-06-17,448934
2019-06-18,447200
2019-06-19,442955
2019-06-20,441151
2019-06-21,434727
2019-06-22,435833
2019-06-23,430133
2019-06-24,433540
2019-06-25,430898
2019-06-26,429371
2019-06-27,434133
2019-06-28,436525
2019-06-29,435706
2019-06-30,432465
2019-07-01,432803
2019-07-02,428419
2019-07-03,417662
2019-07-04,412568
2019-07-05,405743
2019-07-06,404617
2019-07-07,401945
2019-07-08,403971
2019-07-09,394161
2019-07-10,396495
2019-07-11,395001
2019-07-12,399866
2019-07-13,406145
2019-07-14,408403
2019-07-15,414923
2019-07-16,422308
2019-07-17,426514
2019-07-18,431363
2019-07-19,430502
2019-07-20,425354
2019-07-21,423244
2019-07-22,420923
2019-07-23,421427
2019-07-24,422581
2019-07-25,416839
2019-07-26,408913
2019-07-27,403678
2019-07-28,398174
2019-07-29,397020
2019-07-30,394867
2019-07-31,395445
2019-08-01,391537
2019-08-02,390373
2019-08-03,390526
2019-08-04,391124
2019-08-05,392631
2019-08-06,393201
2019-08-07,397463
2019-08-08,398931
2019-08-09,399242
2019-08-10,397543
2019-08-11,395898
2019-08-12,394780
2019-08-13,399001
2019-08-14,398078
2019-08-15,399629
2019-08-16,395028
2019-08-17,395028
2019-08-18,394646
2019-08-19,400888
2019-08-20,407251
2019-08-21,424946
2019-08-22,429922
2019-08-23,431804
2019-08-24,435959
2019-08-24,435959
2019-08-25,438936
2019-08-25,438936
2019-08-26,445493
2019-08-26,445493
2019-08-27,444759
2019-08-27,444759
2019-08-28,448720
2019-08-29,450761
2019-08-30,450985
2019-08-31,451948
2019-09-01,459068
2019-09-02,466843
2019-09-03,472393
2019-09-04,480914
2019-09-05,487713
2019-09-06,487713
2019-09-07,494434
2019-09-08,495905
2019-09-09,483453
2019-09-10,492181
2019-09-11,499693
2019-09-12,505419
2019-09-13,507510
2019-09-14,510837
2019-09-15,507617
2019-09-16,508276
2019-09-17,511033
2019-09-18,513983
2019-09-19,522327
2019-09-20,529370
2019-09-21,530624
2019-09-22,532083
2019-09-23,531003
2019-09-24,531003
2019-09-25,524140
2019-09-26,519109
2019-09-27,513568
2019-09-28,509486
2019-09-29,505483
2019-09-30,502281
2019-10-01,499061
2019-10-02,499061
2019-10-03,506739
2019-10-04,508289
2019-10-05,511897
2019-10-06,508423
2019-10-07,508423
2019-10-08,505893
2019-10-09,505893
2019-10-10,502856
2019-10-11,502856
2019-10-12,497004
2019-10-13,500207
2019-10-14,503025
2019-10-15,505758
2019-10-16,497775
2019-10-17,497775
2019-10-18,495335
2019-10-19,497055
2019-10-20,497909
2019-10-21,492456
2019-10-22,493908
2019-10-23,498129
2019-10-24,498129
2019-10-25,497347
2019-10-26,492831
2019-10-27,497218
2019-10-28,499620
2019-10-29,502136
2019-10-30,499941
2019-10-31,495557
2019-11-01,492147
2019-11-02,493624
2019-11-03,491505
2019-11-04,487459
2019-11-05,487459
2019-11-06,481755
2019-11-07,479623
2019-11-08,481379
2019-11-09,481983
2019-11-10,479917
2019-11-11,474637
2019-11-12,465777
2019-11-13,463432
2019-11-14,464426
2019-11-15,462211
2019-11-16,456399
2019-11-17,456399
2019-11-18,454427
2019-11-19,456383
2019-11-20,460494
2019-11-21,460494
2019-11-22,466588
2019-11-23,467711
2019-11-24,469118
2019-11-25,478800
2019-11-26,484421
2019-11-27,484421
2019-11-28,481607
2019-11-29,475858
2019-11-30,479284
2019-12-01,478868
2019-12-02,483804
2019-12-03,477491
2019-12-04,475013
2019-12-05,475013
2019-12-06,477716
2019-12-07,478579
2019-12-08,484324
2019-12-09,482585
2019-12-10,483960
2019-12-11,486083
2019-12-12,486083
2019-12-13,490688
2019-12-14,497190
2019-12-15,500777
2019-12-16,497456
2019-12-17,496432
2019-12-18,497900
2019-12-19,500265
2019-12-20,500241
2019-12-21,507614
2019-12-22,506317
2019-12-23,508633
2019-12-24,512519
2019-12-25,519785
2019-12-26,527533
2019-12-27,545100
2019-12-28,548409
2019-12-29,554948
2019-12-30,559731
2019-12-31,566354
2020-01-01,564462
2020-01-02,571000
2020-01-03,576979
2020-01-04,579581
2020-01-05,577624
2020-01-06,581167
2020-01-07,581355
2020-01-08,581355
2020-01-09,585929
2020-01-10,594018
2020-01-11,595493
2020-01-12,601078
2020-01-13,601078
2020-01-14,601469
2020-01-15,593872
2020-01-16,585969
2020-01-17,575775
2020-01-18,573180
2020-01-19,574662
2020-01-20,566745
2020-01-21,567373
2020-01-22,564370
2020-01-23,553241
2020-01-24,559046
2020-01-25,551770
2020-01-26,551419
2020-01-27,548551
2020-01-28,539352
2020-01-29,538693
2020-01-30,534438
2020-01-31,527422
2020-02-01,530819
2020-02-02,536182
2020-02-03,540155
2020-02-04,542027
2020-02-05,537881
2020-02-06,527849
2020-02-07,526651
2020-02-08,523128
2020-02-09,518452
2020-02-10,507506
2020-02-11,497557
2020-02-12,483852
2020-02-13,462784
2020-02-14,451182
2020-02-15,443792
2020-02-16,449228
2020-02-17,447180
2020-02-18,444680
2020-02-19,446698
2020-02-20,453413
2020-02-21,453413
2020-02-22,456666
2020-02-23,442653
2020-02-24,433245
2020-02-25,436036
2020-02-26,436222
2020-02-27,441258
2020-02-28,435433
2020-02-29,435433
2020-03-01,428866
2020-03-02,426433
2020-03-03,428470
2020-03-04,428120
2020-03-05,428648
2020-03-06,427795
2020-03-07,426265
2020-03-08,429298
2020-03-09,429391
2020-03-10,425538
2020-03-11,424969
2020-03-12,421295
2020-03-13,417497
2020-03-14,413497
2020-03-15,417778
2020-03-16,423199
2020-03-17,425114
2020-03-18,431520
2020-03-19,430647
2020-03-20,428143
2020-03-21,427310
2020-03-22,423742
2020-03-23,419719
2020-03-24,415389
2020-03-25,422384
2020-03-26,427836
2020-03-27,436136
2020-03-28,442271
2020-03-29,445059
2020-03-30,445907
2020-03-31,448603
2020-04-01,445763
2020-04-02,450506
2020-04-03,458308
2020-04-04,458163
2020-04-05,458563
2020-04-06,460270
2020-04-07,461815
2020-04-08,459925
2020-04-09,459524
2020-04-10,458248
2020-04-11,459607
2020-04-12,457794
2020-04-13,457096
2020-04-14,455056
2020-04-15,458650
2020-04-16,456070
2020-04-17,460874
2020-04-18,464143
2020-04-19,461610
2020-04-20,460543
2020-04-21,462306
2020-04-22,462434
2020-04-23,459231
2020-04-24,457688
2020-04-25,445854
2020-04-26,433918
2020-04-27,437462
2020-04-28,438238
2020-04-29,437304
2020-04-30,441480
2020-05-01,441202
2020-05-02,436917
2020-05-03,428324
2020-05-04,426535
2020-05-05,426122
2020-05-06,430637
2020-05-07,430669
2020-05-08,427868
2020-05-09,426612
2020-05-10,428536
2020-05-11,422202
2020-05-12,419607
2020-05-13,412573
